,Company,Category,Country,State,Region,City,Year,Investment (USD),County
413,"Zettaset, Inc.",Big Data|Data Security|Enterprise Software,USA,CA,SF Bay Area,Mountain View,2012,10000000.0,Santa Clara County
414,Gridstore,Cloud Computing|Cloud Infrastructure,USA,CA,SF Bay Area,Mountain View,2013,11000000.0,Santa Clara County
415,Gridstore,Cloud Computing|Cloud Infrastructure,USA,CA,SF Bay Area,Mountain View,2012,12500000.0,Santa Clara County
416,Gridstore,Cloud Computing|Cloud Infrastructure,USA,CA,SF Bay Area,Mountain View,2013,11000000.0,Santa Clara County
417,Gridstore,Cloud Computing|Cloud Infrastructure,USA,CA,SF Bay Area,Mountain View,2012,12500000.0,Santa Clara County
418,Gridstore,Cloud Computing|Cloud Infrastructure,USA,CA,SF Bay Area,Mountain View,2013,11000000.0,Santa Clara County
419,Gridstore,Cloud Computing|Cloud Infrastructure,USA,CA,SF Bay Area,Mountain View,2012,12500000.0,Santa Clara County
420,Gridstore,Cloud Computing|Cloud Infrastructure,USA,CA,SF Bay Area,Mountain View,2013,11000000.0,Santa Clara County
421,Gridstore,Cloud Computing|Cloud Infrastructure,USA,CA,SF Bay Area,Mountain View,2012,12500000.0,Santa Clara County
422,Guardian Analytics,Security,USA,CA,SF Bay Area,Mountain View,2013,11500000.0,Santa Clara County
423,Guardian Analytics,Security,USA,CA,SF Bay Area,Mountain View,2014,4000000.0,Santa Clara County
424,Guardian Analytics,Security,USA,CA,SF Bay Area,Mountain View,2011,14050000.0,Santa Clara County
425,Guardian Analytics,Security,USA,CA,SF Bay Area,Mountain View,2013,11500000.0,Santa Clara County
426,Guardian Analytics,Security,USA,CA,SF Bay Area,Mountain View,2011,14050000.0,Santa Clara County
427,Guardian Analytics,Security,USA,CA,SF Bay Area,Mountain View,2013,11500000.0,Santa Clara County
428,Guardian Analytics,Security,USA,CA,SF Bay Area,Mountain View,2011,14050000.0,Santa Clara County
429,Guardian Analytics,Security,USA,CA,SF Bay Area,Mountain View,2013,11500000.0,Santa Clara County
430,HealthLoop,Health and Wellness,USA,CA,SF Bay Area,Mountain View,2013,13150574.0,Santa Clara County
431,HealthLoop,Health and Wellness,USA,CA,SF Bay Area,Mountain View,2013,13150574.0,Santa Clara County
432,HealthLoop,Health and Wellness,USA,CA,SF Bay Area,Mountain View,2013,13150574.0,Santa Clara County
433,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2015,25000000.0,Santa Clara County
434,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2013,18500000.0,Santa Clara County
435,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2015,25000000.0,Santa Clara County
436,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2013,18500000.0,Santa Clara County
437,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2015,25000000.0,Santa Clara County
438,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2015,25000000.0,Santa Clara County
439,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2013,18500000.0,Santa Clara County
440,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2015,25000000.0,Santa Clara County
441,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2013,18500000.0,Santa Clara County
442,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2015,25000000.0,Santa Clara County
443,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2013,18500000.0,Santa Clara County
444,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2013,18500000.0,Santa Clara County
445,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2015,25000000.0,Santa Clara County
446,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2015,25000000.0,Santa Clara County
447,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2013,18500000.0,Santa Clara County
448,HyTrust,Cyber Security|Security,USA,CA,SF Bay Area,Mountain View,2015,25000000.0,Santa Clara County
449,iHealth Labs,Health and Wellness,USA,CA,SF Bay Area,Mountain View,2014,25000000.0,Santa Clara County
450,PatPat,E-Commerce,USA,CA,SF Bay Area,Mountain View,2014,2700000.0,Santa Clara County
451,Jan Medical,Health Care,USA,CA,SF Bay Area,Mountain View,2011,3470147.0,Santa Clara County
452,Jiff,Health and Insurance|Health and Wellness|Internet|iPad|Medical|Mobile|Tablets|Wearables,USA,CA,SF Bay Area,Mountain View,2012,7500000.0,Santa Clara County
453,Jiff,Health and Insurance|Health and Wellness|Internet|iPad|Medical|Mobile|Tablets|Wearables,USA,CA,SF Bay Area,Mountain View,2015,23300000.0,Santa Clara County
454,Jiff,Health and Insurance|Health and Wellness|Internet|iPad|Medical|Mobile|Tablets|Wearables,USA,CA,SF Bay Area,Mountain View,2014,18300000.0,Santa Clara County
455,Jiff,Health and Insurance|Health and Wellness|Internet|iPad|Medical|Mobile|Tablets|Wearables,USA,CA,SF Bay Area,Mountain View,2012,7500000.0,Santa Clara County
456,Jiff,Health and Insurance|Health and Wellness|Internet|iPad|Medical|Mobile|Tablets|Wearables,USA,CA,SF Bay Area,Mountain View,2015,23300000.0,Santa Clara County
457,Jiff,Health and Insurance|Health and Wellness|Internet|iPad|Medical|Mobile|Tablets|Wearables,USA,CA,SF Bay Area,Mountain View,2014,18300000.0,Santa Clara County
458,Jiff,Health and Insurance|Health and Wellness|Internet|iPad|Medical|Mobile|Tablets|Wearables,USA,CA,SF Bay Area,Mountain View,2015,23300000.0,Santa Clara County
459,Jiff,Health and Insurance|Health and Wellness|Internet|iPad|Medical|Mobile|Tablets|Wearables,USA,CA,SF Bay Area,Mountain View,2012,7500000.0,Santa Clara County
460,Jiff,Health and Insurance|Health and Wellness|Internet|iPad|Medical|Mobile|Tablets|Wearables,USA,CA,SF Bay Area,Mountain View,2015,23300000.0,Santa Clara County
461,Jiff,Health and Insurance|Health and Wellness|Internet|iPad|Medical|Mobile|Tablets|Wearables,USA,CA,SF Bay Area,Mountain View,2014,18300000.0,Santa Clara County
462,Kiwi Crate,Art|Creative|Creative Industries|E-Commerce|Kids|Subscription Businesses,USA,CA,SF Bay Area,Mountain View,2012,5000000.0,Santa Clara County
463,Kiwi Crate,Art|Creative|Creative Industries|E-Commerce|Kids|Subscription Businesses,USA,CA,SF Bay Area,Mountain View,2012,5000000.0,Santa Clara County
464,Kiwi Crate,Art|Creative|Creative Industries|E-Commerce|Kids|Subscription Businesses,USA,CA,SF Bay Area,Mountain View,2012,5000000.0,Santa Clara County
465,Kiwi Crate,Art|Creative|Creative Industries|E-Commerce|Kids|Subscription Businesses,USA,CA,SF Bay Area,Mountain View,2012,5000000.0,Santa Clara County
466,Kiwi Crate,Art|Creative|Creative Industries|E-Commerce|Kids|Subscription Businesses,USA,CA,SF Bay Area,Mountain View,2012,5000000.0,Santa Clara County
467,Kiwi Crate,Art|Creative|Creative Industries|E-Commerce|Kids|Subscription Businesses,USA,CA,SF Bay Area,Mountain View,2012,5000000.0,Santa Clara County
468,Kiwi Crate,Art|Creative|Creative Industries|E-Commerce|Kids|Subscription Businesses,USA,CA,SF Bay Area,Mountain View,2012,5000000.0,Santa Clara County
469,Kiwi Crate,Art|Creative|Creative Industries|E-Commerce|Kids|Subscription Businesses,USA,CA,SF Bay Area,Mountain View,2012,5000000.0,Santa Clara County
470,Kiwi Crate,Art|Creative|Creative Industries|E-Commerce|Kids|Subscription Businesses,USA,CA,SF Bay Area,Mountain View,2012,5000000.0,Santa Clara County
471,Kiwi Crate,Art|Creative|Creative Industries|E-Commerce|Kids|Subscription Businesses,USA,CA,SF Bay Area,Mountain View,2012,5000000.0,Santa Clara County
472,Knightscope,Security,USA,CA,SF Bay Area,Mountain View,2014,3800000.0,Santa Clara County
473,Knightscope,Security,USA,CA,SF Bay Area,Mountain View,2014,3800000.0,Santa Clara County
474,Knightscope,Security,USA,CA,SF Bay Area,Mountain View,2014,3800000.0,Santa Clara County
475,Knightscope,Security,USA,CA,SF Bay Area,Mountain View,2014,3800000.0,Santa Clara County
476,Knightscope,Security,USA,CA,SF Bay Area,Mountain View,2014,3800000.0,Santa Clara County
477,Knightscope,Security,USA,CA,SF Bay Area,Mountain View,2014,3800000.0,Santa Clara County
478,Knightscope,Security,USA,CA,SF Bay Area,Mountain View,2014,3800000.0,Santa Clara County
479,Knightscope,Security,USA,CA,SF Bay Area,Mountain View,2014,3800000.0,Santa Clara County
480,Knightscope,Security,USA,CA,SF Bay Area,Mountain View,2014,3800000.0,Santa Clara County
481,Lexity,Enterprise Software,USA,CA,SF Bay Area,Mountain View,2011,4500000.0,Santa Clara County
482,Lexity,Enterprise Software,USA,CA,SF Bay Area,Mountain View,2011,4500000.0,Santa Clara County
483,Lexity,Enterprise Software,USA,CA,SF Bay Area,Mountain View,2011,4500000.0,Santa Clara County
484,Listia,Auctions|Curated Web|E-Commerce,USA,CA,SF Bay Area,Mountain View,2013,9000000.0,Santa Clara County
485,Luminate,Advertising|Content,USA,CA,SF Bay Area,Mountain View,2012,10700000.0,Santa Clara County
486,Luminate,Advertising|Content,USA,CA,SF Bay Area,Mountain View,2012,10700000.0,Santa Clara County
487,Luminate,Advertising|Content,USA,CA,SF Bay Area,Mountain View,2012,10700000.0,Santa Clara County
488,Luminate,Advertising|Content,USA,CA,SF Bay Area,Mountain View,2012,10700000.0,Santa Clara County
489,Luminate,Advertising|Content,USA,CA,SF Bay Area,Mountain View,2012,10700000.0,Santa Clara County
490,Lyatiss,Cloud Computing|Software,USA,CA,SF Bay Area,Mountain View,2012,3300000.0,Santa Clara County
491,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2014,10500000.0,Santa Clara County
492,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2013,40000000.0,Santa Clara County
493,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2011,50000000.0,Santa Clara County
494,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2014,10500000.0,Santa Clara County
495,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2013,40000000.0,Santa Clara County
496,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2014,10500000.0,Santa Clara County
497,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2013,40000000.0,Santa Clara County
498,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2011,50000000.0,Santa Clara County
499,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2013,40000000.0,Santa Clara County
500,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2013,40000000.0,Santa Clara County
501,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2014,10500000.0,Santa Clara County
502,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2013,40000000.0,Santa Clara County
503,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2011,50000000.0,Santa Clara County
504,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2014,10500000.0,Santa Clara County
505,Lytro,Hardware|Hardware + Software|Photography|Software,USA,CA,SF Bay Area,Mountain View,2013,40000000.0,Santa Clara County
506,Maginatics,Enterprises|Software|Software Compliance,USA,CA,SF Bay Area,Mountain View,2013,17000000.0,Santa Clara County
507,Maginatics,Enterprises|Software|Software Compliance,USA,CA,SF Bay Area,Mountain View,2011,10000000.0,Santa Clara County
508,Maginatics,Enterprises|Software|Software Compliance,USA,CA,SF Bay Area,Mountain View,2013,17000000.0,Santa Clara County
509,Maginatics,Enterprises|Software|Software Compliance,USA,CA,SF Bay Area,Mountain View,2011,10000000.0,Santa Clara County
510,Maginatics,Enterprises|Software|Software Compliance,USA,CA,SF Bay Area,Mountain View,2013,17000000.0,Santa Clara County
511,Maginatics,Enterprises|Software|Software Compliance,USA,CA,SF Bay Area,Mountain View,2013,17000000.0,Santa Clara County
512,Maginatics,Enterprises|Software|Software Compliance,USA,CA,SF Bay Area,Mountain View,2011,10000000.0,Santa Clara County
513,Maginatics,Enterprises|Software|Software Compliance,USA,CA,SF Bay Area,Mountain View,2013,17000000.0,Santa Clara County
514,MATRIXX Software,Software,USA,CA,SF Bay Area,Mountain View,2011,12000000.0,Santa Clara County
515,MATRIXX Software,Software,USA,CA,SF Bay Area,Mountain View,2011,12000000.0,Santa Clara County
516,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2014,16000000.0,Santa Clara County
517,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2014,16000000.0,Santa Clara County
518,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2013,5600000.0,Santa Clara County
519,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2014,16000000.0,Santa Clara County
520,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2015,30000000.0,Santa Clara County
521,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2013,5600000.0,Santa Clara County
522,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2014,16000000.0,Santa Clara County
523,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2015,30000000.0,Santa Clara County
524,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2013,5600000.0,Santa Clara County
525,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2014,16000000.0,Santa Clara County
526,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2015,30000000.0,Santa Clara County
527,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2013,5600000.0,Santa Clara County
528,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2014,16000000.0,Santa Clara County
529,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2015,30000000.0,Santa Clara County
530,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2014,16000000.0,Santa Clara County
531,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2013,5600000.0,Santa Clara County
532,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2014,16000000.0,Santa Clara County
533,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2015,30000000.0,Santa Clara County
534,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2013,5600000.0,Santa Clara County
535,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2013,5600000.0,Santa Clara County
536,Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,USA,CA,SF Bay Area,Mountain View,2014,16000000.0,Santa Clara County
537,MediaSpike,Advertising|Games|Mobile Games|Social Games,USA,CA,SF Bay Area,Mountain View,2013,5200000.0,Santa Clara County
538,MediaSpike,Advertising|Games|Mobile Games|Social Games,USA,CA,SF Bay Area,Mountain View,2013,5200000.0,Santa Clara County
539,MediaSpike,Advertising|Games|Mobile Games|Social Games,USA,CA,SF Bay Area,Mountain View,2013,5200000.0,Santa Clara County
540,MediaSpike,Advertising|Games|Mobile Games|Social Games,USA,CA,SF Bay Area,Mountain View,2013,5200000.0,Santa Clara County
541,MediaSpike,Advertising|Games|Mobile Games|Social Games,USA,CA,SF Bay Area,Mountain View,2013,5200000.0,Santa Clara County
542,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2014,100000000.0,Santa Clara County
543,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2015,100000000.0,Santa Clara County
544,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2013,10000000.0,Santa Clara County
545,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2014,100000000.0,Santa Clara County
546,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2015,100000000.0,Santa Clara County
547,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2015,100000000.0,Santa Clara County
548,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2014,100000000.0,Santa Clara County
549,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2015,100000000.0,Santa Clara County
550,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2014,100000000.0,Santa Clara County
551,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2013,10000000.0,Santa Clara County
552,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2015,100000000.0,Santa Clara County
553,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2013,10000000.0,Santa Clara County
554,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2014,100000000.0,Santa Clara County
555,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2013,10000000.0,Santa Clara County
556,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2015,100000000.0,Santa Clara County
557,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2014,100000000.0,Santa Clara County
558,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2013,10000000.0,Santa Clara County
559,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2013,10000000.0,Santa Clara County
560,Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,USA,CA,SF Bay Area,Mountain View,2015,100000000.0,Santa Clara County
561,Mobile Iron,Mobile,USA,CA,SF Bay Area,Mountain View,2013,59833258.0,Santa Clara County
562,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2013,48000000.0,Santa Clara County
563,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2013,48000000.0,Santa Clara County
564,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2011,20000000.0,Santa Clara County
565,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2012,40000000.0,Santa Clara County
566,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2012,40000000.0,Santa Clara County
567,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2013,48000000.0,Santa Clara County
568,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2011,20000000.0,Santa Clara County
569,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2012,40000000.0,Santa Clara County
570,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2013,48000000.0,Santa Clara County
571,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2011,20000000.0,Santa Clara County
572,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2012,40000000.0,Santa Clara County
573,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2013,48000000.0,Santa Clara County
574,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2011,20000000.0,Santa Clara County
575,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2012,40000000.0,Santa Clara County
576,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2013,48000000.0,Santa Clara County
577,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2013,48000000.0,Santa Clara County
578,MobileIron,Apps|Mobile|Mobile Devices|Mobile Security,USA,CA,SF Bay Area,Mountain View,2012,40000000.0,Santa Clara County
579,Compose,Cloud Computing|Databases|Networking|Web Hosting,USA,CA,SF Bay Area,Mountain View,2012,6000000.0,Santa Clara County
580,Compose,Cloud Computing|Databases|Networking|Web Hosting,USA,CA,SF Bay Area,Mountain View,2012,6000000.0,Santa Clara County
581,Moov cc.,Consumer Electronics|Fitness|Health and Wellness|Sports|Wearables,USA,CA,SF Bay Area,Mountain View,2014,3000000.0,Santa Clara County
582,"Nebula, Inc.",Cloud Computing|Enterprise Software|Hardware,USA,CA,SF Bay Area,Mountain View,2012,25000000.0,Santa Clara County
583,"Nebula, Inc.",Cloud Computing|Enterprise Software|Hardware,USA,CA,SF Bay Area,Mountain View,2012,25000000.0,Santa Clara County
584,"Nebula, Inc.",Cloud Computing|Enterprise Software|Hardware,USA,CA,SF Bay Area,Mountain View,2011,10000000.0,Santa Clara County
585,"Nebula, Inc.",Cloud Computing|Enterprise Software|Hardware,USA,CA,SF Bay Area,Mountain View,2012,25000000.0,Santa Clara County
586,"Nebula, Inc.",Cloud Computing|Enterprise Software|Hardware,USA,CA,SF Bay Area,Mountain View,2012,25000000.0,Santa Clara County
587,"Nebula, Inc.",Cloud Computing|Enterprise Software|Hardware,USA,CA,SF Bay Area,Mountain View,2011,10000000.0,Santa Clara County
588,"Nebula, Inc.",Cloud Computing|Enterprise Software|Hardware,USA,CA,SF Bay Area,Mountain View,2012,25000000.0,Santa Clara County
589,NetBase Solutions,Analytics|Enterprise Search|Semantic Search|Social Media,USA,CA,SF Bay Area,Mountain View,2014,10200000.0,Santa Clara County
590,NetBase Solutions,Analytics|Enterprise Search|Semantic Search|Social Media,USA,CA,SF Bay Area,Mountain View,2012,13100000.0,Santa Clara County
591,NetBase Solutions,Analytics|Enterprise Search|Semantic Search|Social Media,USA,CA,SF Bay Area,Mountain View,2015,9000000.0,Santa Clara County
592,NetBase Solutions,Analytics|Enterprise Search|Semantic Search|Social Media,USA,CA,SF Bay Area,Mountain View,2015,24000000.0,Santa Clara County
593,NetBase Solutions,Analytics|Enterprise Search|Semantic Search|Social Media,USA,CA,SF Bay Area,Mountain View,2015,24000000.0,Santa Clara County
