Origin State,Origin County,Count
Minnesota,Scott County,2
Massachusetts,Dukes County,2
Pennsylvania,Bedford County,2
Michigan,Alcona County,2
Pennsylvania,Franklin County,2
Pennsylvania,Lackawanna County,2
Pennsylvania,Lawrence County,2
Michigan,Midland County,2
Michigan,Monroe County,2
Pennsylvania,Philadelphia County,2
Michigan,Newaygo County,2
Michigan,Ottawa County,2
Michigan,Kalamazoo County,2
Michigan,Gratiot County,2
Minnesota,Olmsted County,2
Pennsylvania,Clearfield County,2
Michigan,Grand Traverse County,2
Michigan,Genesee County,2
Michigan,Wexford County,2
Pennsylvania,Butler County,2
Minnesota,Nobles County,2
Michigan,Clinton County,2
Michigan,Van Buren County,2
New York,Schoharie County,2
Pennsylvania,Somerset County,2
Wisconsin,Manitowoc County,2
New York,Jefferson County,2
New York,Essex County,2
New York,Bronx County,2
New York,Allegany County,2
Rhode Island,Washington County,2
Wisconsin,La Crosse County,2
New Jersey,Sussex County,2
New Jersey,Somerset County,2
Wisconsin,Milwaukee County,2
Wisconsin,Grant County,2
Wisconsin,Ozaukee County,2
New Jersey,Hunterdon County,2
New Jersey,Gloucester County,2
Wisconsin,Winnebago County,2
New Jersey,Cumberland County,2
New Hampshire,Strafford County,2
New Hampshire,Hillsborough County,2
Rhode Island,Newport County,2
New York,Kings County,2
New York,New York County,2
New York,Schuyler County,2
New York,Niagara County,2
Maine,Somerset County,2
Maine,Penobscot County,2
Wisconsin,Brown County,2
New York,Warren County,2
New York,Tompkins County,2
New York,Tioga County,2
New York,St. Lawrence County,2
Massachusetts,Bristol County,2
Wisconsin,Dodge County,2
Maine,Hancock County,2
Vermont,Rutland County,2
Vermont,Washington County,2
New York,Richmond County,2
Connecticut,Tolland County,2
New York,Queens County,2
Connecticut,Litchfield County,2
Louisiana,Lafourche Parish,1
Louisiana,Lafayette Parish,1
Louisiana,Jefferson Parish,1
Kansas,Seward County,1
Louisiana,East Baton Rouge Parish,1
Louisiana,Rapides Parish,1
Kansas,Atchison County,1
Kansas,Clark County,1
Kansas,Clay County,1
Kansas,Coffey County,1
Kansas,Cowley County,1
Kansas,Dickinson County,1
Kansas,Jewell County,1
Kansas,Johnson County,1
Kansas,Reno County,1
Kansas,Sedgwick County,1
Kentucky,Boyle County,1
Kentucky,Union County,1
Kentucky,Fayette County,1
Kentucky,Green County,1
Kentucky,Harrison County,1
Kentucky,Jefferson County,1
Kentucky,Jessamine County,1
Kentucky,Madison County,1
Kentucky,Marshall County,1
Kentucky,Menifee County,1
Kentucky,Pike County,1
Kentucky,Shelby County,1
Louisiana,Orleans Parish,1
Arizona,Maricopa County,1
Louisiana,Washington Parish,1
Maryland,Anne Arundel County,1
Mississippi,Hinds County,1
Mississippi,Jackson County,1
Mississippi,Kemper County,1
Mississippi,Lafayette County,1
Mississippi,Prentiss County,1
Mississippi,Washington County,1
Missouri,Boone County,1
Missouri,Clay County,1
Missouri,Greene County,1
Missouri,Iron County,1
Missouri,Lafayette County,1
Missouri,Lawrence County,1
Missouri,Phelps County,1
Missouri,Pulaski County,1
Missouri,St. Louis County,1
Missouri,St. Louis city,1
Missouri,Stone County,1
Missouri,Webster County,1
Montana,Carbon County,1
Montana,Gallatin County,1
Alabama,DeKalb County,1
Montana,Powell County,1
Montana,Yellowstone County,1
Mississippi,Harrison County,1
Mississippi,Alcorn County,1
Alabama,Henry County,1
Maryland,St. Mary's County,1
Maryland,Baltimore County,1
Maryland,Baltimore city,1
Maryland,Carroll County,1
Maryland,Cecil County,1
Maryland,Charles County,1
Maryland,Frederick County,1
Maryland,Harford County,1
Maryland,Howard County,1
Maryland,Montgomery County,1
Maryland,Prince George's County,1
Maryland,Wicomico County,1
Alabama,Houston County,1
Maryland,Worcester County,1
Alabama,Tuscaloosa County,1
Alabama,Shelby County,1
Alabama,Montgomery County,1
Alabama,Mobile County,1
Alabama,Marengo County,1
Alabama,Madison County,1
Alabama,Lee County,1
Alabama,Jefferson County,1
Iowa,Story County,1
Iowa,Washington County,1
Indiana,Hamilton County,1
Iowa,Scott County,1
Delaware,Sussex County,1
Florida,Escambia County,1
Florida,Duval County,1
Florida,Collier County,1
Florida,Charlotte County,1
Florida,Broward County,1
Florida,Brevard County,1
Florida,Alachua County,1
District of Columbia,District of Columbia,1
Delaware,New Castle County,1
Colorado,Jefferson County,1
Delaware,Kent County,1
Arizona,Cochise County,1
Arizona,Coconino County,1
Arizona,Greenlee County,1
Colorado,Weld County,1
Colorado,Summit County,1
Colorado,Sedgwick County,1
Colorado,Mesa County,1
Florida,Flagler County,1
Florida,Hillsborough County,1
Florida,Indian River County,1
Florida,Lake County,1
Florida,Volusia County,1
Florida,Sumter County,1
Florida,St. Johns County,1
Florida,Seminole County,1
Florida,Sarasota County,1
Florida,Polk County,1
Florida,Pinellas County,1
Florida,Pasco County,1
Florida,Palm Beach County,1
Florida,Orange County,1
Florida,Okaloosa County,1
Florida,Monroe County,1
Florida,Miami-Dade County,1
Florida,Marion County,1
Florida,Manatee County,1
Florida,Leon County,1
Florida,Lee County,1
Colorado,Larimer County,1
Colorado,El Paso County,1
Georgia,Bibb County,1
California,Contra Costa County,1
California,Placer County,1
California,Orange County,1
California,Napa County,1
California,Mariposa County,1
California,Marin County,1
California,Los Angeles County,1
California,Kern County,1
California,Fresno County,1
California,Calaveras County,1
Colorado,Douglas County,1
California,Alameda County,1
Arkansas,White County,1
Arkansas,Pulaski County,1
Arkansas,Ouachita County,1
Arkansas,Izard County,1
Arkansas,Faulkner County,1
Arkansas,Craighead County,1
Arizona,Pinal County,1
California,Riverside County,1
California,Sacramento County,1
California,San Bernardino County,1
California,San Diego County,1
Colorado,Denver County,1
Colorado,Broomfield County,1
Colorado,Boulder County,1
Colorado,Arapahoe County,1
Colorado,Adams County,1
California,Yolo County,1
California,Ventura County,1
California,Tuolumne County,1
California,Tulare County,1
California,Stanislaus County,1
California,Sonoma County,1
California,Solano County,1
California,Santa Clara County,1
California,Santa Barbara County,1
California,San Mateo County,1
California,San Joaquin County,1
California,San Francisco County,1
Georgia,Bartow County,1
Georgia,Bulloch County,1
Iowa,Polk County,1
Illinois,Stephenson County,1
Alaska,Bethel Census Area,1
Alaska,Hoonah-Angoon Census Area,1
Nebraska,Lancaster County,1
Alaska,Matanuska-Susitna Borough,1
Indiana,Bartholomew County,1
Indiana,Allen County,1
Illinois,Winnebago County,1
Illinois,Tazewell County,1
Illinois,Sangamon County,1
Illinois,DuPage County,1
Illinois,Rock Island County,1
Illinois,McLean County,1
Illinois,McHenry County,1
Illinois,Madison County,1
Illinois,Lake County,1
Illinois,Kendall County,1
Illinois,Kankakee County,1
Illinois,Kane County,1
Alaska,Anchorage Municipality,1
Alaska,Aleutians East Borough,1
Indiana,Crawford County,1
Indiana,Decatur County,1
Iowa,Muscatine County,1
Iowa,Lee County,1
Iowa,Fayette County,1
Iowa,Dallas County,1
Iowa,Clinton County,1
Iowa,Black Hawk County,1
Indiana,Vanderburgh County,1
Indiana,Tippecanoe County,1
Indiana,Putnam County,1
Indiana,Porter County,1
Indiana,Owen County,1
Indiana,Montgomery County,1
Indiana,Monroe County,1
Indiana,Marion County,1
Indiana,Hendricks County,1
Arizona,Pima County,1
Indiana,Elkhart County,1
Illinois,Jackson County,1
Illinois,DeKalb County,1
Georgia,Catoosa County,1
Georgia,Dougherty County,1
Georgia,Gilmer County,1
Georgia,Fulton County,1
Georgia,Franklin County,1
Georgia,Forsyth County,1
Georgia,Floyd County,1
Georgia,Fayette County,1
Georgia,Evans County,1
Georgia,Effingham County,1
Georgia,DeKalb County,1
Illinois,Cook County,1
Georgia,Dawson County,1
Georgia,Coweta County,1
Georgia,Columbia County,1
Georgia,Cobb County,1
Georgia,Clayton County,1
Georgia,Clarke County,1
Georgia,Chattahoochee County,1
Georgia,Chatham County,1
Georgia,Glynn County,1
Georgia,Gordon County,1
Georgia,Greene County,1
Georgia,Gwinnett County,1
Illinois,Champaign County,1
Idaho,Canyon County,1
Idaho,Bonneville County,1
Idaho,Ada County,1
Hawaii,Honolulu County,1
Hawaii,Hawaii County,1
Georgia,White County,1
Georgia,Wayne County,1
Georgia,Walton County,1
Georgia,Stewart County,1
Georgia,Rockdale County,1
Georgia,Richmond County,1
Georgia,Oconee County,1
Georgia,Muscogee County,1
Georgia,Liberty County,1
Georgia,Houston County,1
Georgia,Hall County,1
Nebraska,Douglas County,1
Wyoming,Sweetwater County,1
Nebraska,Phelps County,1
Texas,Jones County,1
Texas,Harris County,1
Texas,Galveston County,1
Texas,Fort Bend County,1
Texas,El Paso County,1
Texas,Ector County,1
Texas,Denton County,1
Texas,Dallas County,1
Texas,Concho County,1
Texas,Collin County,1
Texas,Brazos County,1
Texas,Bowie County,1
Texas,Bexar County,1
Texas,Bell County,1
Texas,Austin County,1
Texas,Angelina County,1
Texas,Henderson County,1
Texas,Lubbock County,1
Tennessee,Williamson County,1
Texas,Midland County,1
Utah,Utah County,1
Utah,Salt Lake County,1
Utah,Davis County,1
Utah,Cache County,1
Texas,Wood County,1
Texas,Williamson County,1
Texas,Webb County,1
Texas,Travis County,1
Texas,Tom Green County,1
Texas,Tarrant County,1
Texas,Smith County,1
Texas,Potter County,1
Texas,Parker County,1
Texas,Nueces County,1
Texas,Montgomery County,1
Tennessee,Wilson County,1
Tennessee,Washington County,1
Virginia,Accomack County,1
South Dakota,Hughes County,1
South Carolina,Sumter County,1
South Carolina,Richland County,1
South Carolina,Pickens County,1
South Carolina,Oconee County,1
South Carolina,Newberry County,1
South Carolina,Marlboro County,1
South Carolina,Lexington County,1
South Carolina,Laurens County,1
South Carolina,Lancaster County,1
South Carolina,Kershaw County,1
South Carolina,Horry County,1
South Carolina,Hampton County,1
South Carolina,Greenwood County,1
South Carolina,Greenville County,1
South Carolina,Georgetown County,1
South Carolina,York County,1
South Dakota,Minnehaha County,1
Tennessee,Unicoi County,1
South Dakota,Oglala Lakota County,1
Tennessee,Sumner County,1
Tennessee,Sullivan County,1
Tennessee,Shelby County,1
Tennessee,Sevier County,1
Tennessee,Rutherford County,1
Tennessee,Polk County,1
Tennessee,Montgomery County,1
Tennessee,Knox County,1
Tennessee,Jefferson County,1
Tennessee,Hamilton County,1
Tennessee,Hamblen County,1
Tennessee,Greene County,1
Tennessee,Davidson County,1
Tennessee,Claiborne County,1
Tennessee,Blount County,1
Utah,Washington County,1
Virginia,Albemarle County,1
South Carolina,Dorchester County,1
Washington,Pierce County,1
Washington,King County,1
Washington,Island County,1
Washington,Clark County,1
Virginia,Winchester city,1
Virginia,Williamsburg city,1
Virginia,Washington County,1
Virginia,Virginia Beach city,1
Virginia,Suffolk city,1
Virginia,Staunton city,1
Virginia,Stafford County,1
Virginia,Spotsylvania County,1
Virginia,Southampton County,1
Virginia,Salem city,1
Virginia,Rockingham County,1
Virginia,Roanoke city,1
Washington,Kitsap County,1
Washington,Spokane County,1
Virginia,Richmond city,1
Washington,Yakima County,1
Wyoming,Fremont County,1
West Virginia,Summers County,1
West Virginia,Randolph County,1
West Virginia,Raleigh County,1
West Virginia,Monroe County,1
West Virginia,Monongalia County,1
West Virginia,Marion County,1
West Virginia,Kanawha County,1
West Virginia,Jefferson County,1
West Virginia,Hardy County,1
West Virginia,Greenbrier County,1
West Virginia,Fayette County,1
West Virginia,Cabell County,1
West Virginia,Boone County,1
West Virginia,Berkeley County,1
Virginia,Roanoke County,1
Virginia,Rappahannock County,1
Virginia,Alexandria city,1
Virginia,Harrisonburg city,1
Virginia,Hampton city,1
Virginia,Halifax County,1
Virginia,Goochland County,1
Virginia,Frederick County,1
Virginia,Franklin County,1
Virginia,Fauquier County,1
Virginia,Fairfax County,1
Virginia,Danville city,1
Virginia,Chesterfield County,1
Virginia,Chesapeake city,1
Virginia,Campbell County,1
Virginia,Buchanan County,1
Virginia,Augusta County,1
Virginia,Arlington County,1
Virginia,Amherst County,1
Virginia,Hanover County,1
Virginia,Henrico County,1
Virginia,Radford city,1
Virginia,James City County,1
Virginia,Pulaski County,1
Virginia,Prince William County,1
Virginia,Prince Edward County,1
Virginia,Portsmouth city,1
Virginia,Pittsylvania County,1
Virginia,Petersburg city,1
Virginia,Norfolk city,1
Virginia,Newport News city,1
Virginia,Montgomery County,1
Virginia,Mecklenburg County,1
Virginia,Madison County,1
Virginia,Lynchburg city,1
Virginia,Louisa County,1
Virginia,Loudoun County,1
Virginia,Lexington city,1
South Carolina,Florence County,1
South Carolina,Darlington County,1
Nebraska,Sarpy County,1
North Carolina,Lenoir County,1
North Carolina,Jones County,1
North Carolina,Johnston County,1
North Carolina,Jackson County,1
North Carolina,Iredell County,1
North Carolina,Hyde County,1
North Carolina,Hoke County,1
North Carolina,Hertford County,1
North Carolina,Henderson County,1
North Carolina,Haywood County,1
North Carolina,Harnett County,1
North Carolina,Halifax County,1
North Carolina,Guilford County,1
North Carolina,Greene County,1
North Carolina,Granville County,1
North Carolina,Gates County,1
North Carolina,Lee County,1
North Carolina,Lincoln County,1
North Carolina,Franklin County,1
North Carolina,Macon County,1
North Carolina,Pender County,1
North Carolina,Pasquotank County,1
North Carolina,Pamlico County,1
North Carolina,Orange County,1
North Carolina,Onslow County,1
North Carolina,Northampton County,1
North Carolina,New Hanover County,1
North Carolina,Nash County,1
North Carolina,Moore County,1
North Carolina,Montgomery County,1
North Carolina,Mitchell County,1
North Carolina,Mecklenburg County,1
North Carolina,McDowell County,1
North Carolina,Martin County,1
North Carolina,Madison County,1
North Carolina,Gaston County,1
North Carolina,Forsyth County,1
North Carolina,Person County,1
North Carolina,Cabarrus County,1
North Carolina,Buncombe County,1
North Carolina,Brunswick County,1
North Carolina,Bladen County,1
North Carolina,Bertie County,1
North Carolina,Beaufort County,1
North Carolina,Avery County,1
North Carolina,Ashe County,1
North Carolina,Anson County,1
North Carolina,Alexander County,1
North Carolina,Alamance County,1
Wyoming,Park County,1
New Mexico,Otero County,1
New Mexico,Bernalillo County,1
Nevada,Washoe County,1
Nevada,Clark County,1
North Carolina,Burke County,1
North Carolina,Caldwell County,1
North Carolina,Edgecombe County,1
North Carolina,Camden County,1
North Carolina,Durham County,1
North Carolina,Duplin County,1
North Carolina,Davidson County,1
North Carolina,Dare County,1
North Carolina,Currituck County,1
North Carolina,Cumberland County,1
North Carolina,Craven County,1
North Carolina,Columbus County,1
North Carolina,Cleveland County,1
North Carolina,Chowan County,1
North Carolina,Cherokee County,1
North Carolina,Chatham County,1
North Carolina,Catawba County,1
North Carolina,Caswell County,1
North Carolina,Carteret County,1
North Carolina,Perquimans County,1
North Carolina,Pitt County,1
South Carolina,Colleton County,1
Oregon,Polk County,1
Oregon,Klamath County,1
Oregon,Jefferson County,1
Oregon,Deschutes County,1
Oregon,Clackamas County,1
Oregon,Benton County,1
Oklahoma,Tulsa County,1
Oklahoma,Pittsburg County,1
Oklahoma,Oklahoma County,1
Oklahoma,Cleveland County,1
Oklahoma,Beckham County,1
Ohio,Van Wert County,1
Ohio,Summit County,1
Ohio,Ross County,1
Ohio,Portage County,1
Ohio,Montgomery County,1
Oregon,Multnomah County,1
Oregon,Washington County,1
Ohio,Lorain County,1
Oregon,Yamhill County,1
South Carolina,Chesterfield County,1
South Carolina,Cherokee County,1
South Carolina,Charleston County,1
South Carolina,Berkeley County,1
South Carolina,Beaufort County,1
South Carolina,Barnwell County,1
South Carolina,Bamberg County,1
South Carolina,Anderson County,1
South Carolina,Aiken County,1
STATE2_NAME,COUNTY2_NAME,1
Puerto Rico,San Juan Municipio,1
Puerto Rico,Mayag�ez Municipio,1
Puerto Rico,Lajas Municipio,1
Puerto Rico,Carolina Municipio,1
Puerto Rico,Bayam�n Municipio,1
Ohio,Lucas County,1
Ohio,Licking County,1
North Carolina,Polk County,1
North Carolina,Warren County,1
North Carolina,Union County,1
North Carolina,Tyrrell County,1
North Carolina,Transylvania County,1
North Carolina,Swain County,1
North Carolina,Surry County,1
North Carolina,Stokes County,1
North Carolina,Stanly County,1
North Carolina,Scotland County,1
North Carolina,Sampson County,1
North Carolina,Rutherford County,1
North Carolina,Rowan County,1
North Carolina,Rockingham County,1
North Carolina,Robeson County,1
North Carolina,Richmond County,1
North Carolina,Randolph County,1
North Carolina,Vance County,1
North Carolina,Washington County,1
Ohio,Lake County,1
North Carolina,Watauga County,1
Ohio,Knox County,1
Ohio,Hamilton County,1
Ohio,Franklin County,1
Ohio,Delaware County,1
Ohio,Cuyahoga County,1
Ohio,Clinton County,1
Ohio,Clark County,1
Ohio,Butler County,1
Ohio,Brown County,1
North Dakota,Grand Forks County,1
North Carolina,Yancey County,1
North Carolina,Yadkin County,1
North Carolina,Wilson County,1
North Carolina,Wilkes County,1
North Carolina,Wayne County,1
Alabama,Baldwin County,1
