Origin State,Origin County,Count
STATE2_NAME,COUNTY2_NAME,1
Puerto Rico,Toa Alta Municipio,1
Puerto Rico,Cayey Municipio,1
Utah,Utah County,1
Virginia,Albemarle County,1
Kansas,Washington County,1
Washington,Spokane County,1
Washington,Grays Harbor County,1
Washington,Island County,1
Washington,King County,1
Washington,Kitsap County,1
Washington,Pierce County,1
Washington,Snohomish County,1
Washington,Thurston County,1
Virginia,Alexandria city,1
Washington,Whatcom County,1
Washington,Yakima County,1
West Virginia,Cabell County,1
West Virginia,Greenbrier County,1
West Virginia,Jefferson County,1
West Virginia,Kanawha County,1
Washington,Clark County,1
Washington,Clallam County,1
Washington,Benton County,1
Virginia,Virginia Beach city,1
Virginia,Richmond city,1
Virginia,Rappahannock County,1
Virginia,Norfolk city,1
Virginia,James City County,1
Virginia,Henrico County,1
Virginia,Harrisonburg city,1
Virginia,Fluvanna County,1
Virginia,Falls Church city,1
Virginia,Fairfax County,1
Virginia,Charlottesville city,1
Virginia,Bedford County,1
Virginia,Arlington County,1
Virginia,Appomattox County,1
Oregon,Washington County,1
Oregon,Umatilla County,1
Oregon,Multnomah County,1
Nebraska,Douglas County,1
Missouri,St. Louis city,1
Montana,Cascade County,1
Montana,Fergus County,1
Montana,Gallatin County,1
Montana,Jefferson County,1
Montana,Silver Bow County,1
Nebraska,Lancaster County,1
Oregon,Marion County,1
Nevada,Clark County,1
Nevada,Douglas County,1
Nevada,Lyon County,1
Nevada,Washoe County,1
New Mexico,Do�a Ana County,1
New Mexico,Grant County,1
Missouri,St. Louis County,1
Missouri,St. Charles County,1
Missouri,Jackson County,1
Mississippi,Oktibbeha County,1
Mississippi,Clarke County,1
Mississippi,Alcorn County,1
Maryland,Prince George's County,1
Maryland,Montgomery County,1
Maryland,Howard County,1
Maryland,Frederick County,1
Maryland,Baltimore city,1
Maryland,Baltimore County,1
Maryland,Anne Arundel County,1
Louisiana,Orleans Parish,1
Louisiana,East Baton Rouge Parish,1
Kentucky,Oldham County,1
Kentucky,Fayette County,1
New Mexico,Sandoval County,1
North Carolina,Alamance County,1
North Carolina,Catawba County,1
Ohio,Marion County,1
Oregon,Lane County,1
Oregon,Klamath County,1
Oregon,Josephine County,1
Oregon,Jackson County,1
Oregon,Deschutes County,1
Oregon,Coos County,1
Oregon,Columbia County,1
Oregon,Clackamas County,1
Oregon,Benton County,1
Oklahoma,Oklahoma County,1
Oklahoma,Kay County,1
Ohio,Wayne County,1
Ohio,Van Wert County,1
Ohio,Montgomery County,1
Ohio,Lorain County,1
North Carolina,Cumberland County,1
Ohio,Hamilton County,1
Ohio,Greene County,1
Ohio,Franklin County,1
Ohio,Fairfield County,1
Ohio,Cuyahoga County,1
Ohio,Clermont County,1
Ohio,Butler County,1
North Dakota,Grand Forks County,1
North Carolina,Wake County,1
North Carolina,Surry County,1
North Carolina,Richmond County,1
North Carolina,New Hanover County,1
North Carolina,Mecklenburg County,1
North Carolina,Durham County,1
Alabama,Elmore County,1
